date,company,press_release_text,release_type,tone,label
2024-10-23,Wipro,Wipro reports strategic partnership to enhance growth.,Partnership,Bearish,0
2023-12-18,Adani Ports,Adani Ports promises record profits beyond industry norms.,Regulatory,Neutral,1
2024-06-08,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2025-03-02,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2024-05-01,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2024-11-05,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2025-05-15,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2024-12-26,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2024-03-05,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Other,Bullish,0
2024-03-23,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2025-04-29,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2024-06-22,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2025-08-02,ICICI Bank,"Unstoppable growth ahead, ICICI Bank is set to skyrocket with no risk!",Other,Bullish,1
2025-01-11,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2025-08-03,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Other,Neutral,0
2024-11-25,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2024-05-30,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Earnings,Bearish,0
2025-08-06,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2024-05-26,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Expansion,Neutral,0
2025-03-03,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2023-11-20,Reliance,Reliance reports strategic partnership to enhance growth.,Other,Neutral,0
2024-12-14,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2025-07-06,Infosys,Infosys announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2024-05-19,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-10-11,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Bullish,0
2024-10-16,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2024-05-24,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Partnership,Bullish,0
2023-10-02,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2025-07-30,Reliance,Reliance reports strategic partnership to enhance growth.,Expansion,Bullish,0
2024-03-12,Tata Motors,Tata Motors promises record profits beyond industry norms.,Regulatory,Bullish,1
2025-03-27,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2024-03-30,Wipro,Wipro announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-10-15,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2025-06-09,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2025-04-25,Wipro,"Unstoppable growth ahead, Wipro is set to skyrocket with no risk!",Regulatory,Bearish,1
2025-03-30,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2024-10-10,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2025-06-18,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Partnership,Neutral,0
2024-07-20,Infosys,Infosys announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2024-02-03,Wipro,"Unstoppable growth ahead, Wipro is set to skyrocket with no risk!",Expansion,Neutral,1
2025-02-09,Infosys,Infosys announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2025-01-31,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2024-06-17,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2023-11-26,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2025-04-08,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2024-01-14,Wipro,Wipro announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2023-11-03,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2024-03-17,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2024-04-09,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2025-07-12,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2024-10-18,Wipro,Wipro promises record profits beyond industry norms.,Expansion,Bullish,1
2025-01-03,Wipro,Wipro reports strategic partnership to enhance growth.,Earnings,Bullish,0
2024-10-08,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Bearish,0
2025-09-06,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Earnings,Bearish,0
2024-11-13,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-01-26,HDFC Bank,"Unstoppable growth ahead, HDFC Bank is set to skyrocket with no risk!",Regulatory,Bearish,1
2024-08-01,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2023-11-01,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2024-12-01,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Expansion,Neutral,0
2024-11-25,Tata Motors,Tata Motors guarantees unprecedented returns for all investors!,Earnings,Bullish,1
2023-10-11,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2024-04-18,Reliance,Reliance announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2025-06-12,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Other,Bullish,0
2024-07-15,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2023-10-24,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2023-11-26,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2025-08-11,Wipro,Wipro reports strategic partnership to enhance growth.,Partnership,Bearish,0
2025-05-14,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Partnership,Bearish,0
2024-04-30,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Other,Bearish,0
2023-11-12,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2023-12-05,ICICI Bank,ICICI Bank promises record profits beyond industry norms.,Partnership,Bullish,1
2024-03-14,Reliance,Reliance reports strategic partnership to enhance growth.,Other,Bullish,0
2025-05-08,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2024-01-04,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Earnings,Bearish,0
2025-07-31,Infosys,Infosys reports strategic partnership to enhance growth.,Partnership,Neutral,0
2025-02-23,HDFC Bank,HDFC Bank promises record profits beyond industry norms.,Other,Neutral,1
2024-12-05,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Expansion,Neutral,0
2025-03-03,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2024-08-08,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2024-12-29,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Expansion,Bullish,0
2024-10-17,Infosys,Infosys reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2024-10-20,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2024-01-22,Wipro,Wipro guarantees unprecedented returns for all investors!,Regulatory,Neutral,1
2025-01-21,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2024-03-28,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Other,Neutral,0
2024-06-19,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Bullish,0
2024-03-04,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Partnership,Bearish,0
2023-09-24,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2024-05-30,Wipro,Wipro announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2025-03-17,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2024-07-28,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2025-05-11,Adani Ports,Adani Ports promises record profits beyond industry norms.,Expansion,Bearish,1
2025-01-21,Infosys,Infosys announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2024-08-07,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2024-10-31,Reliance,Reliance announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2024-11-02,Reliance,Reliance announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2024-02-03,Adani Ports,Adani Ports guarantees unprecedented returns for all investors!,Regulatory,Bullish,1
2025-04-29,Infosys,Infosys reports strategic partnership to enhance growth.,Partnership,Bearish,0
2024-11-20,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Earnings,Bearish,0
2024-06-24,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2025-07-10,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2024-06-29,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2025-06-26,Wipro,Wipro reports strategic partnership to enhance growth.,Partnership,Neutral,0
2025-05-14,Infosys,Infosys announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2023-09-16,Reliance,Reliance guarantees unprecedented returns for all investors!,Regulatory,Bearish,1
2025-06-27,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2025-01-10,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-06-18,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Other,Neutral,0
2024-01-05,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-05-20,Infosys,Infosys announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2025-01-26,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2023-12-02,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Partnership,Bullish,0
2024-07-06,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Other,Bearish,0
2025-08-09,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Other,Neutral,0
2024-12-20,Tata Motors,Tata Motors guarantees unprecedented returns for all investors!,Other,Bullish,1
2025-08-31,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Earnings,Neutral,0
2025-08-15,Wipro,Wipro reports strategic partnership to enhance growth.,Partnership,Bearish,0
2023-11-27,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-03-14,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2024-08-11,Wipro,Wipro announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2023-11-21,Tata Motors,Tata Motors guarantees unprecedented returns for all investors!,Regulatory,Neutral,1
2023-09-12,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Partnership,Bearish,0
2023-10-27,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2025-04-20,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2024-05-30,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Other,Bearish,0
2025-04-03,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Other,Bullish,0
2025-04-22,Infosys,Infosys announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2024-03-22,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2025-08-05,Wipro,Wipro announces quarterly earnings in line with expectations.,Other,Neutral,0
2024-04-18,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2024-06-19,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Other,Neutral,0
2025-03-05,Reliance,Reliance reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2025-03-04,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2024-04-02,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2023-12-20,Reliance,Reliance reports strategic partnership to enhance growth.,Expansion,Bearish,0
2024-07-29,Infosys,Infosys guarantees unprecedented returns for all investors!,Regulatory,Bullish,1
2025-08-13,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Other,Bearish,0
2025-04-27,HDFC Bank,HDFC Bank guarantees unprecedented returns for all investors!,Expansion,Neutral,1
2024-11-21,HDFC Bank,HDFC Bank promises record profits beyond industry norms.,Regulatory,Bearish,1
2024-11-10,Wipro,Wipro promises record profits beyond industry norms.,Regulatory,Neutral,1
2025-09-11,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-06-11,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-11-06,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Other,Bearish,0
2024-07-20,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Partnership,Bullish,0
2025-03-05,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2024-01-10,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2024-07-31,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2023-10-26,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2025-06-08,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Other,Bullish,0
2024-11-27,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Other,Bullish,0
2025-08-14,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Earnings,Neutral,0
2025-01-08,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Other,Neutral,0
2024-05-02,Bharti Airtel,"Unstoppable growth ahead, Bharti Airtel is set to skyrocket with no risk!",Earnings,Bullish,1
2025-01-24,ICICI Bank,ICICI Bank guarantees unprecedented returns for all investors!,Regulatory,Bullish,1
2024-03-29,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2023-10-31,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Earnings,Neutral,0
2024-02-18,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Expansion,Bearish,0
2024-08-16,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Bearish,0
2023-09-16,Bharti Airtel,"Unstoppable growth ahead, Bharti Airtel is set to skyrocket with no risk!",Other,Neutral,1
2025-08-13,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Expansion,Neutral,0
2024-02-09,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-05-15,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Bullish,0
2024-12-06,Wipro,Wipro promises record profits beyond industry norms.,Partnership,Bullish,1
2023-11-14,Wipro,Wipro reports strategic partnership to enhance growth.,Earnings,Neutral,0
2025-05-05,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-10-04,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2024-11-13,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2025-01-16,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2024-03-01,Bharti Airtel,"Unstoppable growth ahead, Bharti Airtel is set to skyrocket with no risk!",Partnership,Neutral,1
2024-11-27,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Partnership,Bearish,0
2023-11-14,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2024-08-19,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2024-06-30,Infosys,Infosys announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2023-12-05,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2025-06-07,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Partnership,Neutral,0
2024-10-10,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Expansion,Bearish,0
2024-10-29,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Bearish,0
2025-04-09,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2024-09-16,Infosys,Infosys reports strategic partnership to enhance growth.,Expansion,Bullish,0
2025-05-31,Reliance,Reliance announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2025-04-16,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2025-06-05,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2025-04-27,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2024-02-04,Wipro,Wipro promises record profits beyond industry norms.,Other,Neutral,1
2023-12-06,Reliance,Reliance promises record profits beyond industry norms.,Other,Bullish,1
2024-11-09,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2024-08-03,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2025-06-05,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Earnings,Neutral,0
2023-10-19,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2025-08-09,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2023-10-27,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Other,Bullish,0
2025-03-02,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Earnings,Bullish,0
2025-09-03,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2025-07-03,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Neutral,0
2025-03-09,Wipro,Wipro reports strategic partnership to enhance growth.,Expansion,Neutral,0
2025-04-17,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Earnings,Bearish,0
2025-03-24,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2025-07-09,Wipro,Wipro reports strategic partnership to enhance growth.,Earnings,Bearish,0
2025-03-28,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Other,Bullish,0
2024-12-31,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Expansion,Neutral,0
2023-10-06,Wipro,Wipro reports strategic partnership to enhance growth.,Other,Neutral,0
2024-05-28,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2024-09-06,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2025-03-28,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2025-05-13,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2024-02-14,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2023-11-28,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2024-05-03,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Other,Neutral,0
2025-06-28,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2025-09-03,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2024-06-23,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2025-09-07,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-03-10,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2023-11-04,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2025-01-29,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2025-02-12,Reliance,Reliance promises record profits beyond industry norms.,Regulatory,Bullish,1
2023-10-30,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Partnership,Neutral,0
2025-05-28,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2024-03-11,Wipro,Wipro announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-11-12,Wipro,Wipro reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2024-01-07,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2025-08-12,Wipro,Wipro announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2025-02-24,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Expansion,Bullish,0
2023-12-03,Reliance,Reliance announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2025-04-04,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2025-05-31,Wipro,Wipro reports strategic partnership to enhance growth.,Partnership,Neutral,0
2025-05-14,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Partnership,Neutral,0
2024-01-19,Reliance,Reliance reports strategic partnership to enhance growth.,Other,Bearish,0
2024-09-09,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2025-04-18,Infosys,Infosys announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2025-06-29,ICICI Bank,ICICI Bank guarantees unprecedented returns for all investors!,Other,Bullish,1
2024-04-24,Reliance,Reliance reports strategic partnership to enhance growth.,Earnings,Bearish,0
2024-04-01,Infosys,Infosys announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2025-01-02,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Bullish,0
2024-01-05,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Partnership,Bullish,0
2025-01-20,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2024-02-04,Reliance,Reliance reports strategic partnership to enhance growth.,Earnings,Bearish,0
2025-08-04,Wipro,Wipro announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2025-04-25,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2024-03-25,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2023-12-14,Wipro,Wipro reports strategic partnership to enhance growth.,Other,Bearish,0
2024-03-12,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-04-05,Wipro,Wipro announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-03-03,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2024-10-22,Tata Motors,Tata Motors guarantees unprecedented returns for all investors!,Expansion,Bearish,1
2024-02-11,Wipro,Wipro reports strategic partnership to enhance growth.,Expansion,Bearish,0
2025-08-05,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2024-01-29,Wipro,Wipro reports strategic partnership to enhance growth.,Earnings,Bullish,0
2024-12-16,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Other,Bullish,0
2025-01-29,Reliance,Reliance reports strategic partnership to enhance growth.,Expansion,Bearish,0
2024-09-14,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Other,Bearish,0
2025-05-25,Adani Ports,"Unstoppable growth ahead, Adani Ports is set to skyrocket with no risk!",Earnings,Bearish,1
2025-07-31,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2024-03-16,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Earnings,Bullish,0
2024-06-09,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2024-07-11,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2025-07-15,Infosys,Infosys reports strategic partnership to enhance growth.,Other,Bullish,0
2024-02-24,Reliance,Reliance announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2024-07-04,Reliance,Reliance announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2025-02-06,ICICI Bank,ICICI Bank promises record profits beyond industry norms.,Expansion,Bullish,1
2025-02-02,Wipro,Wipro announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2025-06-23,Infosys,Infosys promises record profits beyond industry norms.,Earnings,Neutral,1
2025-04-15,Wipro,Wipro promises record profits beyond industry norms.,Expansion,Neutral,1
2025-07-16,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2025-05-20,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Expansion,Bearish,0
2025-06-28,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Bearish,0
2024-10-02,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Other,Bearish,0
2023-12-21,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2025-06-16,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2025-03-02,Bharti Airtel,Bharti Airtel guarantees unprecedented returns for all investors!,Earnings,Bullish,1
2023-11-10,Reliance,Reliance announces quarterly earnings in line with expectations.,Partnership,Bearish,0
2025-09-07,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-02-21,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2023-10-29,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Neutral,0
2024-10-03,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2024-12-12,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-01-06,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-01-10,Reliance,Reliance announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2024-10-01,HDFC Bank,HDFC Bank promises record profits beyond industry norms.,Expansion,Bearish,1
2025-09-08,Adani Ports,Adani Ports guarantees unprecedented returns for all investors!,Partnership,Neutral,1
2025-04-18,Infosys,Infosys promises record profits beyond industry norms.,Regulatory,Bearish,1
2024-04-07,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2025-01-24,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2025-01-25,Reliance,Reliance announces quarterly earnings in line with expectations.,Partnership,Bearish,0
2024-12-21,Infosys,Infosys promises record profits beyond industry norms.,Partnership,Bearish,1
